reaction,origin,added,notebook,notes
MTRK,iDK1463,automatic,3.3,none
EX_feroxBfe_e,iDK1463,automatic,3.3,none
EX_glu__D_e,iDK1463,automatic,3.3,none
LALALTHRtex,iDK1463,automatic,3.3,none
GLYASNabcpp,iDK1463,automatic,3.3,none
MDRPD,iDK1463,automatic,3.3,none
EX_5aptn_e,iDK1463,automatic,3.3,none
EX_3hoxpac_e,iDK1463,automatic,3.3,none
EX_lys__D_e,iDK1463,automatic,3.3,none
AMPEP10,iDK1463,automatic,3.3,none
EX_2hb_e,iDK1463,automatic,3.3,none
EX_srb__L_e,iDK1463,automatic,3.3,none
AMPEP27,iDK1463,automatic,3.3,none
ALAGLYtex,iDK1463,automatic,3.3,none
EX_4hthr_e,iDK1463,automatic,3.3,none
HPPPNt2rpp,iDK1463,automatic,3.3,none
EX_bhb_e,iDK1463,automatic,3.3,none
GLYASNtpp,iDK1463,automatic,3.3,none
EX_6apa_e,iDK1463,automatic,3.3,none
EX_AEP_e,iDK1463,automatic,3.3,none
EX_abt__L_e,iDK1463,automatic,3.3,none
EX_colipa20Oag_e,iDK1463,automatic,3.3,none
EX_dxyl_e,iDK1463,automatic,3.3,none
EX_mma_e,iDK1463,automatic,3.3,none
EX_lipa_cold_e,iDK1463,automatic,3.3,none
EX_23dhbzs3_e,iDK1463,automatic,3.3,none
AKGDH2,iDK1463,automatic,3.3,none
LALALHISabcpp,iDK1463,automatic,3.3,none
GLYPROtpp,iDK1463,automatic,3.3,none
ETHAtpp,iDK1463,automatic,3.3,none
ALAASPabcpp,iDK1463,automatic,3.3,none
EX_drib_e,iDK1463,automatic,3.3,none
EX_C02356_e,iDK1463,automatic,3.3,none
EX_chitob_e,iDK1463,automatic,3.3,none
LALALHIStex,iDK1463,automatic,3.3,none
SUCOAS2,iDK1463,automatic,3.3,none
EX_val__D_e,iDK1463,automatic,3.3,none
EX_cysi__L_e,iDK1463,automatic,3.3,none
HCINNMt2rpp,iDK1463,automatic,3.3,none
EX_tton_e,iDK1463,automatic,3.3,none
EX_met_L_ala__L_e,iDK1463,automatic,3.3,none
GLYPROabcpp,iDK1463,automatic,3.3,none
EX_pep_e,iDK1463,automatic,3.3,none
AMPEP29,iDK1463,automatic,3.3,none
6D6SPA,iDK1463,automatic,3.3,none
EX_remnant1_e,iDK1463,automatic,3.3,none
EX_hista_e,iDK1463,automatic,3.3,none
ALAGLNtex,iDK1463,automatic,3.3,none
3SLAR,iDK1463,automatic,3.3,none
EX_gly_asp__L_e,iDK1463,automatic,3.3,none
EX_3pg_e,iDK1463,automatic,3.3,none
BDH,iDK1463,automatic,3.3,none
EX_pectin_e,iDK1463,automatic,3.3,none
r0085,iDK1463,automatic,3.3,none
EX_4hphac_e,iDK1463,automatic,3.3,none
EX_4abz_e,iDK1463,automatic,3.3,none
AATA,iDK1463,automatic,3.3,none
AMPEP26,iDK1463,automatic,3.3,none
D5KGPA,iDK1463,automatic,3.3,none
INOSTtpp,iDK1463,automatic,3.3,none
GLYLGLUtpp,iDK1463,automatic,3.3,none
PSCLYSt2pp,iDK1463,automatic,3.3,none
TARTRtpp,iDK1463,automatic,3.3,none
GLYASPabcpp,iDK1463,automatic,3.3,none
AMPEP23,iDK1463,automatic,3.3,none
EX_ad_e,iDK1463,automatic,3.3,none
EX_oaa_e,iDK1463,automatic,3.3,none
EX_glx_e,iDK1463,automatic,3.3,none
EX_feroxEfe_e,iDK1463,automatic,3.3,none
FE3DHBZR,iDK1463,automatic,3.3,none
ASNabcpp,iDK1463,automatic,3.3,none
LALALLEUtex,iDK1463,automatic,3.3,none
EX_arab__D_e,iDK1463,automatic,3.3,none
SRBptspp,iDK1463,automatic,3.3,none
GLYASNtex,iDK1463,automatic,3.3,none
EX_gly_pro__L_e,iDK1463,automatic,3.3,none
EX_fe_e,iDK1463,automatic,3.3,none
EX_tcb_e,iDK1463,automatic,3.3,none
DXYLUDtpp,iDK1463,automatic,3.3,none
CYNTt2pp,iDK1463,automatic,3.3,none
AMPEP22,iDK1463,automatic,3.3,none
CYSIabcpp,iDK1463,automatic,3.3,none
METALAabcpp,iDK1463,automatic,3.3,none
EX_galam_e,iDK1463,automatic,3.3,none
TCBt2ex,iDK1463,automatic,3.3,none
EX_peng_e,iDK1463,automatic,3.3,none
AMPEP5,iDK1463,automatic,3.3,none
DM_lipidA_core_e_p,iDK1463,automatic,3.3,none
EX_feroxGfe_e,iDK1463,automatic,3.3,none
EX_xylt_e,iDK1463,automatic,3.3,none
GLYLGLNtex,iDK1463,automatic,3.3,none
EX_ham_e,iDK1463,automatic,3.3,none
EX_13ppd_e,iDK1463,automatic,3.3,none
EX_bz_e,iDK1463,automatic,3.3,none
ALAGLUtex,iDK1463,automatic,3.3,none
EX_diact_e,iDK1463,automatic,3.3,none
EX_kdo2lipid4_e,iDK1463,automatic,3.3,none
AIRStpp,iDK1463,automatic,3.3,none
AMPEP8,iDK1463,automatic,3.3,none
SBTD_D2,iDK1463,automatic,3.3,none
LCARR,iDK1463,automatic,3.3,none
METALAtex,iDK1463,automatic,3.3,none
EX_salchs4fe_e,iDK1463,automatic,3.3,none
XYLTD_D,iDK1463,automatic,3.3,none
GLYLGLNabcpp,iDK1463,automatic,3.3,none
EX_icit_e,iDK1463,automatic,3.3,none
EX_citr__L_e,iDK1463,automatic,3.3,none
ALAASPtex,iDK1463,automatic,3.3,none
URCN,iDK1463,automatic,3.3,none
Q23DO,iDK1463,automatic,3.3,none
EX_fe3dhbzs3_e,iDK1463,automatic,3.3,none
LALALGLUabcpp,iDK1463,automatic,3.3,none
EX_dextrin_e,iDK1463,automatic,3.3,none
OMPHHX3,iDK1463,automatic,3.3,none
EX_salchs2fe_e,iDK1463,automatic,3.3,none
GLYGLUtpp,iDK1463,automatic,3.3,none
MMETt2pp,iDK1463,automatic,3.3,none
AMPEP13,iDK1463,automatic,3.3,none
EX_salchsx_e,iDK1463,automatic,3.3,none
EX_udcpo5_e,iDK1463,automatic,3.3,none
EX_rnam_e,iDK1463,automatic,3.3,none
INSt2ex,iDK1463,automatic,3.3,none
EX_rbt_e,iDK1463,automatic,3.3,none
GLYASPtex,iDK1463,automatic,3.3,none
EX_abt__D_e,iDK1463,automatic,3.3,none
EX_2pg_e,iDK1463,automatic,3.3,none
EX_o6a4colipa_e,iDK1463,automatic,3.3,none
LALALLEUabcpp,iDK1463,automatic,3.3,none
23DOGULNt4pp,iDK1463,automatic,3.3,none
OPAH,iDK1463,automatic,3.3,none
EX_acglu_e,iDK1463,automatic,3.3,none
MANGLYCptspp,iDK1463,automatic,3.3,none
AOXSr,iDK1463,automatic,3.3,none
EX_ala_L_gln__L_e,iDK1463,automatic,3.3,none
EX_pala_e,iDK1463,automatic,3.3,none
EX_tet_e,iDK1463,automatic,3.3,none
EX_acolipa_e,iDK1463,automatic,3.3,none
ALAGLUtpp,iDK1463,automatic,3.3,none
AMPEP14,iDK1463,automatic,3.3,none
L_LACD4,iDK1463,automatic,3.3,none
GLYLGLUtex,iDK1463,automatic,3.3,none
EX_ala_L_Thr__L_e,iDK1463,automatic,3.3,none
EX_pac_e,iDK1463,automatic,3.3,none
EX_btd_RR_e,iDK1463,automatic,3.3,none
EX_colipaOA_e,iDK1463,automatic,3.3,none
EX_madg_e,iDK1463,automatic,3.3,none
METALAtpp,iDK1463,automatic,3.3,none
ALAGLYabcpp,iDK1463,automatic,3.3,none
EX_feroxG_e,iDK1463,automatic,3.3,none
GLYLGLUabcpp,iDK1463,automatic,3.3,none
EX_salchs2_e,iDK1463,automatic,3.3,none
6D6SFK,iDK1463,automatic,3.3,none
EX_mbdg_e,iDK1463,automatic,3.3,none
GLYLMETabcpp,iDK1463,automatic,3.3,none
INSTt2,iDK1463,automatic,3.3,none
EX_ala_L_asp__L_e,iDK1463,automatic,3.3,none
VALtpp,iDK1463,automatic,3.3,none
EX_glycogen_e,iDK1463,automatic,3.3,none
GLYMETtpp,iDK1463,automatic,3.3,none
AMPEP32,iDK1463,automatic,3.3,none
SRB1PR,iDK1463,automatic,3.3,none
EX_salcn_e,iDK1463,automatic,3.3,none
5DGLCNR,iDK1463,automatic,3.3,none
UAG4Ei,iEKO11_1354,automatic,3.1,Reaction imbalanced solved in 4.2
ACGAL6PDA,New Reaction,manual,4.2,Reaction added in 4.2. Replaces one step of the reaction ACGAL6PISO
4H3NPACALDt2rpp,New Reaction,manual,4.2,Reaction added in 4.2. Facilitates transport over inner membrane to enable pathway
MALDDH,iML1515,manual,4.3,"Added in 4.3. to complete a blocked pathway. Due to low homology, no gene was added"
ArCPSentB,New Reaction,manual,4.6,none
PCPSentF,New Reaction,manual,4.6,none
ArCPpdsentB,New Reaction,manual,4.6,none
PCPpdsentF,New Reaction,manual,4.6,none
ENTERS1,New Reaction,manual,4.6,none
ENTERS2,New Reaction,manual,4.6,none
ENTERS3,New Reaction,manual,4.6,none
ENTERS4,New Reaction,manual,4.6,none
ENTERGLCT3,New Reaction,manual,4.6,none
SALCHS4tex,Import from BiGG - STM_v1_0,manual,4.6,none
SALCHS4FER1,Import from BiGG - STM_v1_0,manual,4.6,none
SALCHS4FER2,Import from BiGG - STM_v1_0,manual,4.6,none
SALCHS4FER3,Import from BiGG - STM_v1_0,manual,4.6,none
SALCHS4Hpp,Import from BiGG - STM_v1_0,manual,4.6,none
SALCHS4FEHpp,Import from BiGG - STM_v1_0,manual,4.6,none
SALCHS2tex,Import from BiGG - STM_v1_0,manual,4.6,none
SALCHS2FER1,Import from BiGG - STM_v1_0,manual,4.6,none
SALCHS2FER2,Import from BiGG - STM_v1_0,manual,4.6,none
SALCHS2FER3,Import from BiGG - STM_v1_0,manual,4.6,none
SALCHS2H,Import from BiGG - STM_v1_0,manual,4.6,none
SALCHS1H,Import from BiGG - STM_v1_0,manual,4.6,none
SALCHSXtpp,Import from BiGG - STM_v1_0,manual,4.6,none
ARBTNS1,New Reaction,manual,4.6,none
ARBTNS2,New Reaction,manual,4.6,none
ARBTNS3,New Reaction,manual,4.6,none
ARBTNS4,New Reaction,manual,4.6,none
ACPSirp1,New Reaction,manual,4.6,none
ArCPSirp2,New Reaction,manual,4.6,none
PCP1Sirp2,New Reaction,manual,4.6,none
PCP2Sirp2,New Reaction,manual,4.6,none
PCP3Sirp1,New Reaction,manual,4.6,none
ACPpdsirp1,New Reaction,manual,4.6,none
ArCPpdsirp2,New Reaction,manual,4.6,none
PCP1pdsirp2,New Reaction,manual,4.6,none
PCP2pdsirp2,New Reaction,manual,4.6,none
PCP3pdsirp1,New Reaction,manual,4.6,none
SALASr,New Reaction,manual,4.6,none
CYSASr,New Reaction,manual,4.6,none
YBTS1,New Reaction,manual,4.6,none
YBTS2,New Reaction,manual,4.6,none
YBTS3,New Reaction,manual,4.6,none
YBTS4,New Reaction,manual,4.6,none
YBTS5,New Reaction,manual,4.6,none
YBTS6,New Reaction,manual,4.6,none
YBTS7,New Reaction,manual,4.6,none
YBTS8,New Reaction,manual,4.6,none
YBTS9,New Reaction,manual,4.6,none
YBTS10,New Reaction,manual,4.6,none
YBTS11,New Reaction,manual,4.6,none
YBTS12,New Reaction,manual,4.6,none
YBTS13,New Reaction,manual,4.6,none
YBTS14,New Reaction,manual,4.6,none
YBTS15,New Reaction,manual,4.6,none
YBTS16,New Reaction,manual,4.6,none
YBTS17,New Reaction,manual,4.6,none
YBTS18,New Reaction,manual,4.6,none
YBTtpp,New Reaction,manual,4.6,none
YBTtex,New Reaction,manual,4.6,none
FEYBTexs,New Reaction,manual,4.6,none
FEYBTtonex,New Reaction,manual,4.6,none
FEYBTabcpp,New Reaction,manual,4.6,none
FEYBTR,New Reaction,manual,4.6,none
ZnYBTexs,New Reaction,manual,4.6,none
ZnYBTtonex,New Reaction,manual,4.6,none
ZnYBTabcpp,New Reaction,manual,4.6,none
ZnYBTR,New Reaction,manual,4.6,none
CuYBTexs,New Reaction,manual,4.6,none
CuYBTtonex,New Reaction,manual,4.6,none
CuYBTabcpp,New Reaction,manual,4.6,none
CuYBTR,New Reaction,manual,4.6,none
NiYBTexs,New Reaction,manual,4.6,none
NiYBTtonex,New Reaction,manual,4.6,none
NiYBTabcpp,New Reaction,manual,4.6,none
NiYBTR,New Reaction,manual,4.6,none
EX_ybt_e,New Reaction,manual,4.6,none
EX_feybt_e,New Reaction,manual,4.6,none
EX_znybt_e,New Reaction,manual,4.6,none
EX_cuybt_e,New Reaction,manual,4.6,none
EX_niybt_e,New Reaction,manual,4.6,none
ppantclbN,New Reaction,manual,4.6,none
ppantclbB,New Reaction,manual,4.6,none
ppantclbC,New Reaction,manual,4.6,none
ppantclbH,New Reaction,manual,4.6,none
ppantclbI,New Reaction,manual,4.6,none
ppantclbJ,New Reaction,manual,4.6,none
ppantclbK,New Reaction,manual,4.6,none
ppantclbO,New Reaction,manual,4.6,none
pdsclbN,New Reaction,manual,4.6,none
pdsclbB,New Reaction,manual,4.6,none
pdsclbC,New Reaction,manual,4.6,none
pdsclbH,New Reaction,manual,4.6,none
pdsclbI,New Reaction,manual,4.6,none
pdsclbJ,New Reaction,manual,4.6,none
pdsclbK,New Reaction,manual,4.6,none
pdsclbO,New Reaction,manual,4.6,none
ASPASr,New Reaction,manual,4.6,none
CLBTS1,New Reaction,manual,4.6,none
CLBTS2,New Reaction,manual,4.6,none
ALAASr,New Reaction,manual,4.6,none
CLBTS3,New Reaction,manual,4.6,none
CLBTS4,New Reaction,manual,4.6,none
CLBTS5,New Reaction,manual,4.6,none
CLBTS6,New Reaction,manual,4.6,none
AMETASr,New Reaction,manual,4.6,none
CLBTS7,New Reaction,manual,4.6,none
CLBTS8,New Reaction,manual,4.6,none
CLBTS9,New Reaction,manual,4.6,none
CLBTS10,New Reaction,manual,4.6,none
GLYASr,New Reaction,manual,4.6,none
CLBTS11,New Reaction,manual,4.6,none
CLBTS12,New Reaction,manual,4.6,none
CLBTS13,New Reaction,manual,4.6,none
CLBTS14,New Reaction,manual,4.6,none
CLBTS15,New Reaction,manual,4.6,none
CLBTS16,New Reaction,manual,4.6,none
CLBTS17,New Reaction,manual,4.6,none
CLBTS18,New Reaction,manual,4.6,none
CLBTS19,New Reaction,manual,4.6,none
CLBTS20,New Reaction,manual,4.6,none
CLBTS21,New Reaction,manual,4.6,none
CLBTS22,New Reaction,manual,4.6,none
CLBTS23,New Reaction,manual,4.6,none
CLBTS24,New Reaction,manual,4.6,none
CLBTS25,New Reaction,manual,4.6,none
CLBTS26,New Reaction,manual,4.6,none
CLBTS27,New Reaction,manual,4.6,none
PRECLBTNmate,New Reaction,manual,4.6,none
CLBTNpeptidase,New Reaction,manual,4.6,none
DM_MYRASP,New Reaction,manual,4.6,none
CLBTinter1,New Reaction,manual,4.6,none
CLBTinter2,New Reaction,manual,4.6,none
CLBTinter3,New Reaction,manual,4.6,none
CLBTNtex,New Reaction,manual,4.6,none
EX_clbtn_e,New Reaction,manual,4.6,none
BIOMASS_EcN_iHM1533_core_59p80M,New Reaction,manual,4.8,Reaction added in 4.8. Replaces original iML1515 biomass objective functions
