,CP022686.1
ECOLIN_21105,CIW80_13900
ECOLIN_21110,CIW80_13905
ECOLIN_21115,CIW80_13910
ECOLIN_21120,CIW80_13915
ECOLIN_21125,CIW80_13920
ECOLIN_21130,CIW80_13925
ECOLIN_21135,CIW80_13930
ECOLIN_21140,CIW80_13935
ECOLIN_21145,CIW80_13940
ECOLIN_21150,CIW80_13945
ECOLIN_21155,CIW80_13950
ECOLIN_21160,CIW80_13955
ECOLIN_21175,CIW80_13960
ECOLIN_21180,CIW80_13965
ECOLIN_21185,CIW80_13970
ECOLIN_21195,CIW80_13975
ECOLIN_21200,CIW80_13980
ECOLIN_21205,CIW80_13985
ECOLIN_21210,CIW80_13990
ECOLIN_21215,CIW80_13995
ECOLIN_21220,CIW80_14000
ECOLIN_21225,CIW80_14005
ECOLIN_21230,CIW80_14010
ECOLIN_21235,CIW80_14005
ECOLIN_21240,CIW80_14010
ECOLIN_21245,CIW80_14015
ECOLIN_21250,CIW80_14020
ECOLIN_21255,CIW80_14025
ECOLIN_21260,CIW80_14030
ECOLIN_21265,CIW80_14035
ECOLIN_21270,CIW80_14040
ECOLIN_21280,CIW80_14050
ECOLIN_21285,CIW80_14055
ECOLIN_21290,CIW80_14060
ECOLIN_21295,CIW80_14065
ECOLIN_21300,CIW80_14070
ECOLIN_21305,CIW80_14075
ECOLIN_21310,CIW80_14080
ECOLIN_21315,CIW80_14085
ECOLIN_21320,CIW80_14090
ECOLIN_21325,CIW80_14095
ECOLIN_21330,CIW80_14100
ECOLIN_21335,CIW80_14105
ECOLIN_21345,CIW80_14110
ECOLIN_21350,CIW80_14115
ECOLIN_21355,CIW80_14120
ECOLIN_21360,CIW80_14125
ECOLIN_21365,CIW80_14130
ECOLIN_21370,CIW80_14135
ECOLIN_21375,CIW80_14140
ECOLIN_21380,CIW80_14145
ECOLIN_21385,CIW80_14150
ECOLIN_21390,CIW80_14155
ECOLIN_21395,CIW80_14160
ECOLIN_21400,CIW80_14165
ECOLIN_21405,CIW80_14170
ECOLIN_21410,CIW80_14175
ECOLIN_21415,CIW80_14180
ECOLIN_21420,CIW80_14185
ECOLIN_21425,CIW80_14190
ECOLIN_21430,CIW80_14195
ECOLIN_21435,CIW80_14200
ECOLIN_21440,CIW80_14205
ECOLIN_21450,CIW80_14215
ECOLIN_21455,CIW80_14210
ECOLIN_21460,CIW80_14215
ECOLIN_21465,CIW80_14220
ECOLIN_21470,CIW80_14225
ECOLIN_21475,CIW80_14230
ECOLIN_21505,CIW80_14255
ECOLIN_21510,CIW80_14260
ECOLIN_21515,CIW80_14265
ECOLIN_21520,CIW80_14270
ECOLIN_21525,CIW80_14275
ECOLIN_21530,CIW80_14280
ECOLIN_21535,CIW80_14285
ECOLIN_21540,CIW80_14290
ECOLIN_21545,CIW80_14295
ECOLIN_21550,CIW80_14300
ECOLIN_21555,CIW80_14310
ECOLIN_21560,CIW80_14315
ECOLIN_21565,CIW80_14325
ECOLIN_21570,CIW80_14330
ECOLIN_21575,CIW80_14335
ECOLIN_21580,CIW80_14345
ECOLIN_21585,CIW80_14350
ECOLIN_21590,CIW80_14355
ECOLIN_21595,CIW80_14360
ECOLIN_21600,CIW80_14365
ECOLIN_21605,CIW80_14370
ECOLIN_21610,CIW80_14375
ECOLIN_21615,CIW80_14380
ECOLIN_21620,CIW80_14385
ECOLIN_21625,CIW80_14390
ECOLIN_21630,CIW80_14395
ECOLIN_21635,CIW80_14400
ECOLIN_21640,CIW80_14405
ECOLIN_21645,CIW80_14410
ECOLIN_21650,CIW80_14415
ECOLIN_21655,CIW80_14420
ECOLIN_21660,CIW80_14425
ECOLIN_21665,CIW80_17185
ECOLIN_21670,CIW80_17180
ECOLIN_21675,CIW80_14440
ECOLIN_21680,CIW80_14445
ECOLIN_21685,CIW80_14450
ECOLIN_21690,CIW80_14465
ECOLIN_21695,CIW80_14470
ECOLIN_21700,CIW80_14475
ECOLIN_21705,CIW80_14480
ECOLIN_21710,CIW80_14485
ECOLIN_21715,CIW80_14485
ECOLIN_21720,CIW80_14495
ECOLIN_21725,CIW80_14500
ECOLIN_21730,CIW80_14505
ECOLIN_21735,CIW80_14510
ECOLIN_21740,CIW80_14515
ECOLIN_21745,CIW80_14520
ECOLIN_21750,CIW80_14525
ECOLIN_21760,CIW80_14530
ECOLIN_21765,CIW80_14535
ECOLIN_21770,CIW80_14540
ECOLIN_21775,CIW80_14545
ECOLIN_21785,CIW80_14555
ECOLIN_21790,CIW80_14560
ECOLIN_21795,CIW80_14565
ECOLIN_21800,CIW80_14570
ECOLIN_21805,CIW80_14575
ECOLIN_21810,CIW80_14580
ECOLIN_21815,CIW80_14585
ECOLIN_21820,CIW80_14590
ECOLIN_21825,CIW80_14595
ECOLIN_21830,CIW80_14600
ECOLIN_21835,CIW80_14610
ECOLIN_21840,CIW80_14615
ECOLIN_21845,CIW80_14620
ECOLIN_21850,CIW80_14625
ECOLIN_21855,CIW80_14630
ECOLIN_21860,CIW80_14635
ECOLIN_21865,CIW80_14640
ECOLIN_21870,CIW80_14645
ECOLIN_21875,CIW80_14650
ECOLIN_21880,CIW80_14655
ECOLIN_21885,CIW80_14660
ECOLIN_21890,CIW80_14665
ECOLIN_21895,CIW80_14670
ECOLIN_21900,CIW80_14675
ECOLIN_21905,CIW80_14680
ECOLIN_21910,CIW80_14685
ECOLIN_21915,CIW80_14690
ECOLIN_21920,CIW80_14695
ECOLIN_21925,CIW80_14700
ECOLIN_21930,CIW80_14705
ECOLIN_21935,CIW80_14685
ECOLIN_21940,CIW80_14690
ECOLIN_21945,CIW80_14695
ECOLIN_21950,CIW80_14700
ECOLIN_21955,CIW80_14705
ECOLIN_21960,CIW80_14685
ECOLIN_21965,CIW80_14690
ECOLIN_21970,CIW80_14695
ECOLIN_21975,CIW80_14700
ECOLIN_21980,CIW80_14705
ECOLIN_21985,CIW80_14710
ECOLIN_21990,CIW80_14715
ECOLIN_21995,CIW80_14720
ECOLIN_22000,CIW80_14725
ECOLIN_22005,CIW80_14730
ECOLIN_22010,CIW80_14735
ECOLIN_22020,CIW80_14740
ECOLIN_22025,CIW80_14745
ECOLIN_22030,CIW80_14750
ECOLIN_22035,CIW80_14755
ECOLIN_22040,CIW80_14760
ECOLIN_22045,CIW80_14765
ECOLIN_22050,CIW80_14770
ECOLIN_22055,CIW80_14775
ECOLIN_22060,CIW80_14780
ECOLIN_22065,CIW80_14785
ECOLIN_22070,CIW80_14790
ECOLIN_22075,CIW80_14795
ECOLIN_22080,CIW80_14800
ECOLIN_22085,CIW80_14805
ECOLIN_22090,CIW80_14810
ECOLIN_22095,CIW80_14815
ECOLIN_22100,CIW80_14820
ECOLIN_22105,CIW80_14825
ECOLIN_22110,CIW80_14830
ECOLIN_22115,CIW80_14835
ECOLIN_22120,CIW80_14840
ECOLIN_22125,CIW80_14850
ECOLIN_22130,CIW80_14855
ECOLIN_22135,CIW80_14860
ECOLIN_22140,CIW80_14865
ECOLIN_22145,CIW80_14870
ECOLIN_22150,CIW80_14875
ECOLIN_22155,CIW80_14880
ECOLIN_22160,CIW80_14885
ECOLIN_22165,CIW80_14890
ECOLIN_22185,CIW80_14915
ECOLIN_22190,CIW80_14920
ECOLIN_22195,CIW80_14925
ECOLIN_22220,CIW80_14960
ECOLIN_22225,CIW80_14965
ECOLIN_22230,CIW80_14970
ECOLIN_22235,CIW80_14975
ECOLIN_22240,CIW80_14980
ECOLIN_22245,CIW80_14990
ECOLIN_22250,CIW80_14995
ECOLIN_22255,CIW80_15000
ECOLIN_22260,CIW80_15005
ECOLIN_22265,CIW80_15010
ECOLIN_22270,CIW80_15015
ECOLIN_22275,CIW80_15020
ECOLIN_22280,CIW80_15025
ECOLIN_22285,CIW80_15030
ECOLIN_22290,CIW80_15035
ECOLIN_22295,CIW80_15040
ECOLIN_22300,CIW80_15045
ECOLIN_22305,CIW80_15050
ECOLIN_22310,CIW80_15055
ECOLIN_22315,CIW80_15060
ECOLIN_22320,CIW80_15065
ECOLIN_22325,CIW80_15070
ECOLIN_22330,CIW80_15075
ECOLIN_22335,CIW80_15085
ECOLIN_22340,CIW80_15090
ECOLIN_22345,CIW80_15095
ECOLIN_22350,CIW80_15100
ECOLIN_22380,CIW80_15135
ECOLIN_22385,CIW80_15140
ECOLIN_22390,CIW80_15145
ECOLIN_22395,CIW80_15150
ECOLIN_22400,CIW80_15155
ECOLIN_22405,CIW80_15160
ECOLIN_22410,CIW80_15165
ECOLIN_22415,CIW80_15170
ECOLIN_22420,CIW80_15175
ECOLIN_22425,CIW80_15180
ECOLIN_22430,CIW80_15185
ECOLIN_22435,CIW80_15190
ECOLIN_22440,CIW80_15200
ECOLIN_22445,CIW80_15205
ECOLIN_22450,CIW80_15210
ECOLIN_22455,CIW80_15215
ECOLIN_22460,CIW80_15220
ECOLIN_22465,CIW80_15225
ECOLIN_22470,CIW80_15230
ECOLIN_22475,CIW80_15235
ECOLIN_22480,CIW80_15240
ECOLIN_22485,CIW80_15245
ECOLIN_22490,CIW80_15260
ECOLIN_22495,CIW80_15265
ECOLIN_22500,CIW80_15270
ECOLIN_22505,CIW80_15275
ECOLIN_22510,CIW80_15280
ECOLIN_22515,CIW80_15285
ECOLIN_22525,CIW80_15290
ECOLIN_22530,CIW80_15295
ECOLIN_22535,CIW80_15300
ECOLIN_22540,CIW80_15305
ECOLIN_22545,CIW80_15310
ECOLIN_22550,CIW80_15315
ECOLIN_22555,CIW80_15320
ECOLIN_22560,CIW80_15325
ECOLIN_22565,CIW80_15335
ECOLIN_22570,CIW80_15340
ECOLIN_22575,CIW80_15345
ECOLIN_22580,CIW80_15350
ECOLIN_22585,CIW80_15355
ECOLIN_22590,CIW80_15360
ECOLIN_22595,CIW80_15365
ECOLIN_22600,CIW80_15370
ECOLIN_22605,CIW80_15375
ECOLIN_22610,CIW80_15380
ECOLIN_22615,CIW80_15385
ECOLIN_22620,CIW80_15390
ECOLIN_22625,CIW80_15395
ECOLIN_22630,CIW80_15400
ECOLIN_22635,CIW80_15405
ECOLIN_22640,CIW80_15410
ECOLIN_22645,CIW80_15415
ECOLIN_22650,CIW80_15420
ECOLIN_22655,CIW80_15425
ECOLIN_22660,CIW80_15430
ECOLIN_22665,CIW80_15435
ECOLIN_22670,CIW80_15440
ECOLIN_22675,CIW80_15445
ECOLIN_22680,CIW80_15450
ECOLIN_22685,CIW80_15455
ECOLIN_22690,CIW80_15460
ECOLIN_22695,CIW80_15465
ECOLIN_22700,CIW80_15470
ECOLIN_22705,CIW80_15475
ECOLIN_22710,CIW80_15480
ECOLIN_22715,CIW80_15485
ECOLIN_22720,CIW80_15490
ECOLIN_22725,CIW80_15495
ECOLIN_22730,CIW80_15500
ECOLIN_22735,CIW80_15505
ECOLIN_22740,CIW80_15515
ECOLIN_22745,CIW80_15520
ECOLIN_22750,CIW80_15530
ECOLIN_22755,CIW80_15535
ECOLIN_22760,CIW80_15540
ECOLIN_22770,CIW80_15555
ECOLIN_22775,CIW80_15560
ECOLIN_22780,CIW80_15565
ECOLIN_22785,CIW80_15570
ECOLIN_22790,CIW80_15575
ECOLIN_22795,CIW80_15580
ECOLIN_22800,CIW80_15585
ECOLIN_22805,CIW80_15590
ECOLIN_22810,CIW80_15605
ECOLIN_22815,CIW80_15610
ECOLIN_22820,CIW80_15615
ECOLIN_22825,CIW80_15620
ECOLIN_22830,CIW80_15625
ECOLIN_22835,CIW80_15630
ECOLIN_22840,CIW80_15635
ECOLIN_22845,CIW80_15645
ECOLIN_22850,CIW80_15650
ECOLIN_22855,CIW80_15655
ECOLIN_22860,CIW80_15660
ECOLIN_22865,CIW80_15665
ECOLIN_22870,CIW80_15670
ECOLIN_22875,CIW80_15675
ECOLIN_22880,CIW80_15680
ECOLIN_22885,CIW80_15680
ECOLIN_22890,CIW80_15685
ECOLIN_22895,CIW80_15690
ECOLIN_22900,CIW80_15695
ECOLIN_22905,CIW80_15700
ECOLIN_22910,CIW80_15705
ECOLIN_22915,CIW80_15710
ECOLIN_22920,CIW80_15715
ECOLIN_22925,CIW80_15720
ECOLIN_22930,CIW80_15725
ECOLIN_22935,CIW80_15730
ECOLIN_22940,CIW80_15735
ECOLIN_22950,CIW80_15745
ECOLIN_22955,CIW80_15750
ECOLIN_22960,CIW80_15755
ECOLIN_22965,CIW80_15760
ECOLIN_22970,CIW80_15765
ECOLIN_22975,CIW80_15770
ECOLIN_22980,CIW80_15775
ECOLIN_22985,CIW80_15780
ECOLIN_22990,CIW80_15785
ECOLIN_22995,CIW80_15790
ECOLIN_23000,CIW80_15795
ECOLIN_23005,CIW80_15800
ECOLIN_23010,CIW80_15805
ECOLIN_23015,CIW80_15810
ECOLIN_23020,CIW80_15815
ECOLIN_23025,CIW80_15820
ECOLIN_23030,CIW80_15825
ECOLIN_23035,CIW80_15830
ECOLIN_23040,CIW80_15840
ECOLIN_23045,CIW80_15845
ECOLIN_23050,CIW80_15850
ECOLIN_23060,CIW80_15860
ECOLIN_23065,CIW80_15865
ECOLIN_23070,CIW80_15870
ECOLIN_23075,CIW80_15875
ECOLIN_23080,CIW80_15880
ECOLIN_23085,CIW80_15885
ECOLIN_23090,CIW80_15890
ECOLIN_23100,CIW80_15900
ECOLIN_23110,CIW80_15910
ECOLIN_23115,CIW80_15915
ECOLIN_23120,CIW80_15925
ECOLIN_23125,CIW80_15930
ECOLIN_23130,CIW80_15935
ECOLIN_23135,CIW80_15940
ECOLIN_23140,CIW80_15945
ECOLIN_23150,CIW80_15955
ECOLIN_23155,CIW80_15960
ECOLIN_23160,CIW80_15965
ECOLIN_23165,CIW80_15970
ECOLIN_23170,CIW80_15980
ECOLIN_23175,CIW80_15985
ECOLIN_23185,CIW80_09065
ECOLIN_23195,CIW80_16955
ECOLIN_23200,CIW80_16950
ECOLIN_23205,CIW80_16945
ECOLIN_23210,CIW80_16940
ECOLIN_23215,CIW80_16935
ECOLIN_23225,CIW80_08670
ECOLIN_23230,CIW80_08670
ECOLIN_23240,CIW80_08670
ECOLIN_23245,CIW80_08650
ECOLIN_23250,CIW80_08655
ECOLIN_23255,CIW80_08660
ECOLIN_23265,CIW80_08670
ECOLIN_23275,CIW80_15995
ECOLIN_23280,CIW80_16000
ECOLIN_23285,CIW80_16005
ECOLIN_23290,CIW80_16010
ECOLIN_23295,CIW80_16015
ECOLIN_23300,CIW80_16020
ECOLIN_23305,CIW80_16025
ECOLIN_23310,CIW80_16030
ECOLIN_23315,CIW80_16035
ECOLIN_23320,CIW80_16040
ECOLIN_23325,CIW80_16045
ECOLIN_23330,CIW80_16050
ECOLIN_23335,CIW80_16055
ECOLIN_23340,CIW80_16060
ECOLIN_23345,CIW80_16065
ECOLIN_23350,CIW80_16070
ECOLIN_23355,CIW80_16075
ECOLIN_23360,CIW80_16080
ECOLIN_23365,CIW80_16085
ECOLIN_23370,CIW80_16090
ECOLIN_23375,CIW80_16095
ECOLIN_23380,CIW80_16080
ECOLIN_23385,CIW80_16085
ECOLIN_23390,CIW80_16090
ECOLIN_23395,CIW80_16095
ECOLIN_23400,CIW80_16100
ECOLIN_23405,CIW80_16105
ECOLIN_23410,CIW80_16110
ECOLIN_23415,CIW80_16115
ECOLIN_23420,CIW80_16120
ECOLIN_23425,CIW80_16125
ECOLIN_23430,CIW80_16135
ECOLIN_23450,CIW80_16155
ECOLIN_23455,CIW80_16160
ECOLIN_23460,CIW80_16165
ECOLIN_23465,CIW80_16170
ECOLIN_23470,CIW80_16175
ECOLIN_23475,CIW80_16180
ECOLIN_23480,CIW80_16185
ECOLIN_23485,CIW80_16190
ECOLIN_23490,CIW80_16195
ECOLIN_23495,CIW80_16200
ECOLIN_23500,CIW80_16205
ECOLIN_23505,CIW80_16210
ECOLIN_23510,CIW80_16215
ECOLIN_23515,CIW80_16220
ECOLIN_23520,CIW80_16225
ECOLIN_23525,CIW80_16230
ECOLIN_23530,CIW80_16235
ECOLIN_23535,CIW80_16240
ECOLIN_23540,CIW80_16245
ECOLIN_23545,CIW80_16250
ECOLIN_23550,CIW80_16255
ECOLIN_23555,CIW80_16260
ECOLIN_23560,CIW80_16265
ECOLIN_23565,CIW80_16270
ECOLIN_23570,CIW80_16275
ECOLIN_23575,CIW80_16280
ECOLIN_23580,CIW80_16285
ECOLIN_23585,CIW80_16290
ECOLIN_23590,CIW80_16295
ECOLIN_23595,CIW80_16300
ECOLIN_23600,CIW80_16305
ECOLIN_23605,CIW80_16310
ECOLIN_23610,CIW80_16315
ECOLIN_23615,CIW80_16320
ECOLIN_23620,CIW80_16325
ECOLIN_23625,CIW80_16330
ECOLIN_23630,CIW80_16335
ECOLIN_23635,CIW80_16340
ECOLIN_23640,CIW80_16350
ECOLIN_23645,CIW80_16355
ECOLIN_23650,None
ECOLIN_23655,CIW80_16365
ECOLIN_23660,CIW80_16370
ECOLIN_23665,CIW80_16375
ECOLIN_23670,CIW80_16380
ECOLIN_23675,CIW80_16385
ECOLIN_23680,CIW80_16390
ECOLIN_23685,CIW80_16395
ECOLIN_23690,CIW80_16400
ECOLIN_23695,CIW80_16410
ECOLIN_23700,CIW80_16415
ECOLIN_23705,CIW80_16420
ECOLIN_23710,CIW80_16425
ECOLIN_23715,CIW80_16430
ECOLIN_23720,CIW80_16435
ECOLIN_23725,CIW80_16440
ECOLIN_23730,CIW80_16445
ECOLIN_23735,CIW80_16450
ECOLIN_23740,CIW80_16455
ECOLIN_23745,CIW80_16460
ECOLIN_23750,CIW80_16465
ECOLIN_23755,CIW80_16475
ECOLIN_23760,CIW80_16480
ECOLIN_23765,CIW80_16485
ECOLIN_23770,CIW80_16490
ECOLIN_23775,CIW80_16495
ECOLIN_23780,CIW80_16500
ECOLIN_23785,CIW80_16505
ECOLIN_23790,CIW80_16510
ECOLIN_23795,CIW80_16515
ECOLIN_23800,CIW80_16520
ECOLIN_23805,CIW80_16525
ECOLIN_23810,CIW80_16530
ECOLIN_23815,CIW80_16535
ECOLIN_23820,CIW80_16540
ECOLIN_23825,CIW80_16545
ECOLIN_23830,CIW80_16550
ECOLIN_23840,CIW80_16555
ECOLIN_23845,CIW80_16560
ECOLIN_23850,CIW80_16565
ECOLIN_23855,CIW80_16570
ECOLIN_23860,CIW80_16575
ECOLIN_23865,CIW80_16580
ECOLIN_23870,CIW80_16585
ECOLIN_23875,CIW80_16595
ECOLIN_23880,CIW80_16600
ECOLIN_23885,CIW80_16605
ECOLIN_23890,CIW80_16610
ECOLIN_23895,CIW80_16615
ECOLIN_23900,CIW80_16620
ECOLIN_23905,CIW80_16625
ECOLIN_23910,CIW80_16630
ECOLIN_23915,CIW80_16635
ECOLIN_23925,CIW80_16645
ECOLIN_23930,CIW80_16650
ECOLIN_23935,CIW80_16655
ECOLIN_23940,CIW80_16660
ECOLIN_23945,CIW80_16665
ECOLIN_23950,CIW80_16670
ECOLIN_23955,CIW80_16675
ECOLIN_23965,CIW80_17155
ECOLIN_23970,CIW80_17160
ECOLIN_23975,CIW80_17165
ECOLIN_23980,None
ECOLIN_23985,CIW80_17175
ECOLIN_23990,CIW80_17195
ECOLIN_23995,CIW80_17205
ECOLIN_24000,CIW80_17210
ECOLIN_24005,CIW80_17215
ECOLIN_24010,CIW80_17220
ECOLIN_24015,CIW80_17225
ECOLIN_24020,CIW80_17230
ECOLIN_24025,CIW80_17235
ECOLIN_24035,CIW80_17250
ECOLIN_24040,CIW80_17255
ECOLIN_24045,CIW80_17260
ECOLIN_24050,CIW80_17265
ECOLIN_24055,CIW80_17240
ECOLIN_24060,CIW80_17250
ECOLIN_24065,CIW80_17255
ECOLIN_24070,CIW80_17260
ECOLIN_24085,CIW80_17280
ECOLIN_24090,CIW80_17285
ECOLIN_24095,CIW80_17290
ECOLIN_24100,CIW80_17295
ECOLIN_24105,CIW80_17300
ECOLIN_24110,CIW80_17305
ECOLIN_24115,CIW80_17310
ECOLIN_24120,CIW80_17315
ECOLIN_24125,CIW80_17320
ECOLIN_24130,CIW80_17325
ECOLIN_24135,CIW80_17330
ECOLIN_24140,CIW80_17335
ECOLIN_24145,CIW80_17340
ECOLIN_24150,CIW80_17350
ECOLIN_24155,CIW80_17355
ECOLIN_24165,CIW80_17365
ECOLIN_24170,CIW80_17370
ECOLIN_24175,CIW80_17375
ECOLIN_24180,CIW80_17380
ECOLIN_24185,CIW80_17385
ECOLIN_24190,CIW80_17390
ECOLIN_24195,CIW80_17395
ECOLIN_24200,CIW80_17400
ECOLIN_24205,CIW80_17405
ECOLIN_24210,CIW80_17410
ECOLIN_24215,CIW80_17420
ECOLIN_24220,CIW80_17425
ECOLIN_24230,CIW80_17435
ECOLIN_24235,CIW80_17440
ECOLIN_24240,CIW80_17445
ECOLIN_24245,CIW80_17450
ECOLIN_24250,CIW80_17455
ECOLIN_24255,CIW80_17460
ECOLIN_24260,CIW80_17465
ECOLIN_24265,CIW80_17470
ECOLIN_24270,CIW80_17475
ECOLIN_24275,CIW80_17480
ECOLIN_24280,CIW80_17485
ECOLIN_24300,CIW80_17505
ECOLIN_24305,CIW80_17510
ECOLIN_24310,CIW80_17515
ECOLIN_24315,CIW80_17520
ECOLIN_24320,CIW80_17525
ECOLIN_24325,CIW80_17530
ECOLIN_24335,CIW80_17540
ECOLIN_24340,CIW80_17545
ECOLIN_24345,CIW80_17550
ECOLIN_24350,CIW80_17555
ECOLIN_24360,CIW80_17560
ECOLIN_24365,CIW80_17565
ECOLIN_24370,CIW80_17570
ECOLIN_24375,CIW80_17575
ECOLIN_24380,CIW80_17580
ECOLIN_24385,CIW80_17585
ECOLIN_24390,CIW80_17590
ECOLIN_24395,CIW80_17595
ECOLIN_24400,CIW80_17600
ECOLIN_24405,CIW80_17605
ECOLIN_24410,CIW80_17610
ECOLIN_24415,CIW80_17620
ECOLIN_24420,CIW80_17625
ECOLIN_24425,CIW80_17630
ECOLIN_24430,CIW80_17635
ECOLIN_24435,CIW80_17640
ECOLIN_24440,CIW80_17645
ECOLIN_24445,CIW80_17650
ECOLIN_24450,CIW80_17655
ECOLIN_24455,CIW80_17660
ECOLIN_24460,CIW80_17665
ECOLIN_24465,CIW80_17675
ECOLIN_24470,CIW80_19040
ECOLIN_24475,CIW80_19085
ECOLIN_24500,CIW80_19060
ECOLIN_24505,CIW80_19080
ECOLIN_24510,CIW80_23720
ECOLIN_24515,CIW80_23725
ECOLIN_24520,CIW80_23730
ECOLIN_24525,CIW80_03565
ECOLIN_24530,CIW80_03570
ECOLIN_24535,CIW80_03575
ECOLIN_24540,CIW80_03580
ECOLIN_24545,CIW80_08930
ECOLIN_24550,CIW80_08765
ECOLIN_24555,CIW80_08640
ECOLIN_24575,CIW80_11850
ECOLIN_24620,CIW80_15135
ECOLIN_24625,CIW80_15140
ECOLIN_24630,CIW80_15145
ECOLIN_24635,CIW80_15150
ECOLIN_24640,CIW80_15155
ECOLIN_24650,CIW80_03615
ECOLIN_24655,CIW80_03580
ECOLIN_24660,CIW80_03575
ECOLIN_24665,CIW80_03570
ECOLIN_24670,CIW80_03565
ECOLIN_24675,CIW80_10315
ECOLIN_24685,CIW80_04500
ECOLIN_24695,CIW80_04480
ECOLIN_24700,CIW80_04450
ECOLIN_24705,CIW80_04445
ECOLIN_24710,CIW80_15160
ECOLIN_24715,CIW80_15155
ECOLIN_24720,CIW80_15150
ECOLIN_24725,CIW80_15145
ECOLIN_24730,CIW80_15140
ECOLIN_24735,CIW80_15135
ECOLIN_24760,CIW80_23445
ECOLIN_24765,None
ECOLIN_24770,CIW80_23430
ECOLIN_24775,CIW80_23295
ECOLIN_24780,CIW80_04430
ECOLIN_24785,CIW80_04435
ECOLIN_24790,CIW80_04440
ECOLIN_24795,CIW80_04445
ECOLIN_24800,CIW80_04450
ECOLIN_24805,CIW80_08925
ECOLIN_24815,CIW80_09120
ECOLIN_24820,CIW80_09125
ECOLIN_24830,CIW80_09135
ECOLIN_24835,CIW80_03415
ECOLIN_24840,CIW80_03410
ECOLIN_24845,CIW80_03275
ECOLIN_24850,CIW80_19025
ECOLIN_24860,CIW80_18920
ECOLIN_24865,CIW80_18925
ECOLIN_24875,CIW80_16935
ECOLIN_24880,CIW80_16930
ECOLIN_24885,CIW80_16920
ECOLIN_24895,CIW80_16905
ECOLIN_24900,CIW80_16895
ECOLIN_24905,CIW80_16890
ECOLIN_24910,CIW80_16870
ECOLIN_24915,CIW80_19085
ECOLIN_24920,CIW80_16860
ECOLIN_24925,CIW80_16855
ECOLIN_24930,CIW80_16845
ECOLIN_24935,CIW80_16840
ECOLIN_24940,CIW80_16835
ECOLIN_24945,CIW80_16805
ECOLIN_24955,None
ECOLIN_24960,CIW80_16800
ECOLIN_24970,CIW80_16790
ECOLIN_24975,CIW80_16785
ECOLIN_24980,CIW80_16780
ECOLIN_24985,CIW80_16775
ECOLIN_24990,CIW80_16770
ECOLIN_24995,CIW80_16765
ECOLIN_25000,CIW80_16760
ECOLIN_25010,CIW80_16755
ECOLIN_25025,CIW80_08770
ECOLIN_25030,CIW80_24310
ECOLIN_25035,CIW80_16740
ECOLIN_25040,CIW80_08800
ECOLIN_25045,CIW80_08800
ECOLIN_25050,CIW80_08800
ECOLIN_25055,CIW80_08805
ECOLIN_25060,CIW80_21490
ECOLIN_25065,CIW80_21495
ECOLIN_25070,CIW80_21500
ECOLIN_25075,CIW80_21505
ECOLIN_25085,CIW80_13520
ECOLIN_25095,CIW80_13515
ECOLIN_25105,None
ECOLIN_25110,None
ECOLIN_25115,None
ECOLIN_25120,None
ECOLIN_25125,None
ECOLIN_25130,None
ECOLIN_25135,None
ECOLIN_25140,None
ECOLIN_25145,None
ECOLIN_25150,None
ECOLIN_25155,None
ECOLIN_25160,None
ECOLIN_25165,None
ECOLIN_25170,None
ECOLIN_25175,CIW80_14220
ECOLIN_25180,CIW80_14215
ECOLIN_25185,CIW80_14210
ECOLIN_25190,CIW80_18500
ECOLIN_25195,CIW80_18505
ECOLIN_25205,CIW80_17185
ECOLIN_25210,CIW80_04165
ECOLIN_25220,CIW80_03565
ECOLIN_25225,CIW80_03570
ECOLIN_25230,CIW80_03575
ECOLIN_25235,CIW80_03580
ECOLIN_25245,CIW80_00335
ECOLIN_25250,CIW80_11645
ECOLIN_25260,CIW80_11655
ECOLIN_25265,CIW80_11660
ECOLIN_25270,CIW80_10745
ECOLIN_25275,CIW80_10740
ECOLIN_25280,CIW80_24115
ECOLIN_25285,CIW80_24120
ECOLIN_25290,CIW80_10130
ECOLIN_25295,CIW80_10125
ECOLIN_25300,CIW80_10120
ECOLIN_25305,CIW80_10115
ECOLIN_25310,CIW80_09925
ECOLIN_25315,CIW80_09915
ECOLIN_25320,CIW80_09910
ECOLIN_25325,CIW80_03810
ECOLIN_25330,CIW80_03805
ECOLIN_25335,CIW80_16945
ECOLIN_25340,CIW80_03795
ECOLIN_25345,CIW80_23715
ECOLIN_25350,CIW80_03785
ECOLIN_25355,CIW80_04550
ECOLIN_25360,CIW80_04545
ECOLIN_25365,CIW80_04540
ECOLIN_25370,CIW80_07215
ECOLIN_25380,CIW80_19805
ECOLIN_25385,None
ECOLIN_25390,CIW80_19810
ECOLIN_25395,CIW80_13045
ECOLIN_25400,CIW80_13040
ECOLIN_25410,CIW80_13030
ECOLIN_25415,CIW80_19635
ECOLIN_25420,CIW80_19630
ECOLIN_25425,CIW80_00510
ECOLIN_25430,CIW80_14025
ECOLIN_25440,CIW80_14020
ECOLIN_25445,CIW80_14015
ECOLIN_25450,CIW80_14010
ECOLIN_25460,CIW80_20140
ECOLIN_25465,CIW80_20145
ECOLIN_25470,CIW80_20150
ECOLIN_25475,CIW80_20155
ECOLIN_25480,CIW80_05750
ECOLIN_25485,CIW80_05745
ECOLIN_25495,CIW80_05735
ECOLIN_25500,CIW80_16095
ECOLIN_25505,CIW80_16100
ECOLIN_25510,CIW80_21955
