ID,Name,Reaction Formula,Gene Rules,Subsystem,Essentiality,LB,UB,FVA_min,FVA_max,RHEA,BioCyc,MetaNetX (MNX) Equation,KEGG Reaction,SEED Reaction,EC Number,Reactome Reaction
RMPA,Rhamnulose-1-phosphate aldolase,rml1p_c <=> dhap_c + lald__L_c,CIW80_14515,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,-1.4069308798463901e-11,0.0,19692,META:RHAMNULPALDOL-RXN,MNXR104043,R02263,rxn01621,4.1.2.19,
SBTPD,Sorbitol-6-phosphate dehydrogenase,nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c,CIW80_07195,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,-7.67416843552579e-12,0.0,19840,,MNXR104285,R05607,,1.1.1.140,
PFK_2,Phosphofructokinase,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,CIW80_14585,Alternate Carbon Metabolism,Not essential,0.0,1000.0,-6.02970377077025e-12,0.0,12423,META:TAGAKIN-RXN,MNXR102509,R03236,rxn02314,2.7.1.56,
GLTPD,Galactitol-1-phosphate dehydrogenase,galt1p_c + nad_c <=> h_c + nadh_c + tag6p__D_c,CIW80_04235,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,0.0,0.0,,,MNXR100275,R05571,rxn03856,1.1.1.M6,
TGBPA,Tagatose-bisphosphate aldolase,tagdp__D_c <=> dhap_c + g3p_c,(CIW80_10140 and CIW80_10175) or (CIW80_04255 and CIW80_04260),Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,-6.02970377077025e-12,0.0,22951,META:TAGAALDOL-RXN,MNXR104798,R01069,rxn00787,4.1.2.40,
MANAO,Mannonate oxidoreductase,mana_c + nad_c <=> fruur_c + h_c + nadh_c,CIW80_17255,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,0.0,-7.541637926803701e-14,15732,META:MANNONOXIDOREDUCT-RXN,MNXR101389,R02454,rxn01775,1.1.1.57,
TAGURr,Tagaturonate reductase,altrn_c + nad_c <=> h_c + nadh_c + tagur_c,CIW80_00545,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,0.0,-7.541637926803683e-14,17816,META:ALTRO-OXIDOREDUCT-RXN,MNXR104710,R02555,rxn01857,1.1.1.58,
PGLYCP,Phosphoglycolate phosphatase,2pglyc_c + h2o_c --> glyclt_c + pi_c,CIW80_11435,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,14372,META:GPH-RXN,MNXR102543,R01334,rxn00980,3.1.3.18,
GLXCL,Glyoxalate carboligase,2.0 glx_c + h_c --> 2h3oppan_c + co2_c,CIW80_20665,Glyoxylate Metabolism,Not essential,0.0,1000.0,0.0,-5.38688423343123e-14,10139,META:GLYOCARBOLIG-RXN,MNXR100303,R00013,rxn00010,4.1.1.47,
TARTD,L(+)-tartrate dehydratase,tartr__L_c --> h2o_c + oaa_c,CIW80_09790 and CIW80_09785,Alternate Carbon Metabolism,Not essential,0.0,1000.0,-9.379539198975915e-12,0.0,15416,META:LTARTDEHYDRA-RXN,MNXR104718,R00339,rxn00245,4.2.1.32,
GLCRAL,5-dehydro-4-deoxyglucarate aldolase,5dh4dglc_c --> 2h3oppan_c + pyr_c,CIW80_10105,Alternate Carbon Metabolism,Not essential,0.0,1000.0,-7.034654399231973e-12,0.0,27729,META:KDGALDOL-RXN,MNXR100219,R02754,rxn01990,4.1.2.20,
KAS14,Beta-ketoacyl-ACP synthase,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c,CIW80_05545 or CIW80_24085,Membrane Lipid Metabolism,Not essential,0.0,1000.0,0.0,-3.4280172394562376e-14,,META:3-OXOACYL-ACP-SYNTH-BASE-RXN,MNXR100912,R04355,rxn05347,2.3.1.86,
EDTXS1,Endotoxin Synthesis (lauroyl transferase),ddcaACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4L_c,CIW80_23880,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,-2.4094689861992866e-15,,,MNXR97899,,,2.3.1.241,
EDTXS2,Endotoxin Synthesis (myristoyl transferase),kdo2lipid4L_c + myrsACP_c --> ACP_c + lipa_c,CIW80_02195,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,-2.4094689861992866e-15,,,MNXR97901,,,2.3.1.243,
EDTXS3,Endotoxin Synthesis (palmitoleoyl ACP),hdeACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4p_c,CIW80_05775,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,-2.4726681727225317e-15,,,MNXR97903,,,,
EDTXS4,Endotoxin Synthesis (myristoyl transferase),kdo2lipid4p_c + myrsACP_c --> ACP_c + lipa_cold_c,CIW80_02195,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,-2.4726681727225317e-15,,,MNXR97904,,,,
EX_tmao_e,Trimethylamine N-oxide exchange,tmao_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,,,MNXR104882,,rxn09317,,
NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,CIW80_18260,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0025542759114171886,0.0025542759114221083,12736,META:QUINOPRIBOTRANS-RXN,MNXR101980,R03348,rxn02402,2.4.2.19,R-XTR-197268
HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c,CIW80_14210 or CIW80_05635,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,0.39904113755101334,0.39904113755803333,31190,META:RXN-12490,MNXR100545,R04743,rxn03244,1.1.1.35,R-XTR-77342
HACD7,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c,CIW80_05635 or CIW80_14210,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,0.31177864038393166,0.3117786403979985,31162,META:RXN-14271,MNXR100548,R04737,rxn03239,1.1.1.35,R-XTR-77303
AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c,CIW80_24080 and CIW80_07985,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,-1.2569396544672886e-13,,,MNXR95138,,,6.2.1.20,
SDPDS,Succinyl-diaminopimelate desuccinylase,h2o_c + sl26da_c --> 26dap_LL_c + succ_c,CIW80_06210,Threonine and Lysine Metabolism,Essential,0.0,1000.0,0.41593770635051236,0.41593770635038546,22611,META:SUCCDIAMINOPIMDESUCC-RXN,MNXR104300,R02734,rxn01973,3.5.1.18,
DMSOR1,Dimethyl sulfoxide reductase (Menaquinol 8),dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c,(CIW80_00760 and CIW80_00765 and CIW80_00755 and CIW80_00750) or (CIW80_22505 and CIW80_22510 and CIW80_22500),Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,0.0,29206,,MNXR97529,,rxn08354,,
DKGLCNR2y,"2,5-diketo-D-gluconate reductase (NADPH)",25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c,CIW80_12485,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,27637,META:YIAE1-RXN,MNXR97491,R08879,rxn08347,1.1.1.215,
2DGULRy,2-dehydro-L-gulonate reductase (NADPH),2dhguln_c + h_c + nadph_c --> idon__L_c + nadp_c,CIW80_12485,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,MNXR94788,,rxn07970,,
RZ5PP,Alpha-ribazole 5-phosphate phosphatase,5prdmbz_c + h2o_c --> pi_c + rdmbzi_c,CIW80_21210,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-3.5971054107836797e-14,24459,META:RXN-16788,MNXR104116,R04594,rxn03150,3.1.3.73,
NTD9,5'-nucleotidase (GMP),gmp_c + h2o_c --> gsn_c + pi_c,CIW80_07420 or CIW80_11505 or CIW80_21350,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-7.82370426845442e-13,27717,META:RXN-7609,MNXR100381,R01227,rxn00913,3.1.3.5,
NTD10,5'-nucleotidase (XMP),h2o_c + xmp_c --> pi_c + xtsn_c,CIW80_07420,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-3.9118521342272667e-13,28533,META:XMPXAN-RXN,MNXR102029,R02719,rxn01961,3.1.3.5,
ADPT,Adenine phosphoribosyltransferase,ade_c + prpp_c --> amp_c + ppi_c,CIW80_20480,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-7.823704268454445e-13,16612,META:ADENPRIBOSYLTRAN-RXN,MNXR95482,R00190,rxn00139,2.4.2.8,R-XTR-74213
ADK1,Adenylate kinase,amp_c + atp_c <=> 2.0 adp_c,CIW80_20510,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-1000.0,1000.0,12976,META:ADENYL-KIN-RXN,MNXR95450,R00127,rxn00097,2.7.4.3,R-XTR-110145
OCTDPS,Octaprenyl pyrophosphate synthase,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,CIW80_10405,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0002500454469918083,0.0002500454469940977,27801,META:RXN-8992,MNXR102153,R09248,rxn09037,2.5.1.90,
EX_26dap__M_e,"Meso-2,6-Diaminoheptanedioate exchange",26dap__M_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,,,MNXR94741,,rxn07931,,
EX_acnam_e,N-Acetylneuraminate exchange,acnam_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,28994,META:RXN0-0,MNXR95292,,rxn08051,,
EX_amp_e,AMP exchange,amp_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,,,MNXR95830,,rxn13227,,
EX_dha_e,Dihydroxyacetone exchange,dha_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-7.628111661743276e-12,,META:TRANS-RXN0-559,MNXR97367,,rxn08326,,
EX_fuc__L_e,L-Fucose exchange,fuc__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-7.628111661743238e-12,,,MNXR99704,,,,
EX_glyald_e,D-Glyceraldehyde exchange,glyald_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-4.576866997045968e-12,,,MNXR100311,,rxn10164,,
AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,CIW80_24080 and CIW80_07985,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,-7.628111661743109e-12,,,MNXR95141,,,6.2.1.20,
AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,CIW80_24080 and CIW80_07985,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.1431067278756295,0.14310672783503334,,,MNXR95142,,,6.2.1.20,
AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,CIW80_07985 and CIW80_24080,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.16867191259900144,0.16867191254625838,,,MNXR95143,,,,
EX_rmn_e,L-Rhamnose exchange,rmn_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-2.8605418731537e-12,34998,,MNXR104042,,rxn09229,,
EX_ttdca_e,Tetradecanoate (n-C14:0) exchange,ttdca_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-2.860541873153709e-12,,,MNXR99092,,,,
AMANK,N-acetyl-D-mannosamine kinase,acmana_c + atp_c --> acmanap_c + adp_c + h_c,CIW80_10555,Alternate Carbon Metabolism,Not essential,0.0,1000.0,4.257223648758396e-12,0.0,25256,META:NANK-RXN,MNXR95805,R02705,rxn01951,2.7.1.60,R-XTR-4085028
EX_glyclt_e,Glycolate exchange,glyclt_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-1.5256223323486244e-11,29450,META:RXN0-5111,MNXR100333,,rxn12426,,
EX_g6p_e,D-Glucose 6-phosphate exchange,g6p_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-3.0512446646972967e-12,,,MNXR99915,,rxn13641,,
EX_2ddglcn_e,2-Dehydro-3-deoxy-D-gluconate exchange,2ddglcn_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-5.085407774495418e-12,,,MNXR138208,,rxn08320,,
EX_galct__D_e,D-Galactarate exchange,galct__D_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-3.81405583087154e-12,28481,META:TRANS-RXN0-203,MNXR99963,,rxn12441,,
EX_idon__L_e,L-Idonate exchange,idon__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,,,MNXR100804,,rxn08743,,
EX_indole_e,Indole exchange,indole_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-1.0401970447831523e-12,,META:TRANS-RXN0-563,MNXR100836,,rxn08751,,
EX_3hcinnm_e,3-hydroxycinnamic acid exchange,3hcinnm_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,,,MNXR100571,,rxn08702,,
EX_acmana_e,N-Acetyl-D-mannosamine exchange,acmana_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,,,MNXR95277,,rxn08047,,
EX_galur_e,D-Galacturonate exchange,galur_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,,,MNXR100021,,rxn08589,,
EX_but_e,Butyrate (n-C4:0) exchange,but_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,,,MNXR96352,,,,
EX_cbl1_e,Cob(I)alamin exchange,cbl1_e <=> ,,Extracellular exchange,Not essential,-0.01,1000.0,1.12032201283115e-12,0.0,29722,META:RXN0-1565,MNXR123114,,,,
ACNML,N-Acetylneuraminate lyase,acnam_c --> acmana_c + pyr_c,CIW80_10570,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,23299,META:ACNEULY-RXN,MNXR95296,R01811,rxn01322,4.1.3.3,
CAT,Catalase,2.0 h2o2_c --> 2.0 h2o_c + o2_c,CIW80_01535 or CIW80_14745,Unassigned,Not essential,0.0,1000.0,0.0,-5.7210837463073295e-12,20312,META:CATAL-RXN,MNXR96455,R00009,rxn00006,1.11.1.6,R-XTR-76031
SERASr,(L-seryl)adenylate synthase,atp_c + h_c + ser__L_c <=> ppi_c + seramp_c,CIW80_20935,Cofactor and Prosthetic Group Biosynthesis,Not essential,-1000.0,1000.0,0.0,-2.984913258942965e-12,28573,META:ENTF-RXN,MNXR104332,,rxn09245,,
DMSOR2,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),2dmmql8_c + dmso_c --> 2dmmq8_c + dms_c + h2o_c,CIW80_22505 and CIW80_22510 and CIW80_22500,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,0.0,30590,,MNXR97531,,rxn08356,,
ACMAMUT,UDP-N-acetyl-D-mannosaminuronic acid transferase,uacmamu_c + unaga_c --> h_c + udp_c + unagamu_c,CIW80_13835,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,0.0,28369,META:UDPMANACATRANS-RXN,MNXR95274,R04477,rxn08045,2.4.1.180,
DDGALK,2-dehydro-3-deoxygalactonokinase,2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c,CIW80_13330,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,16528,META:DEHYDDEOXGALACTKIN-RXN,MNXR97213,R03387,rxn02429,2.7.1.58,
AB6PGH,Arbutin 6-phosphate glucohydrolase,arbt6p_c + h2o_c --> g6p_c + hqn_c,CIW80_08230 or CIW80_13470,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,MNXR95165,,rxn08025,3.2.1.86,
AMALT1,Amylomaltase (maltotriose),malt_c + malttr_c --> glc__D_c + maltttr_c,CIW80_11620,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,,META:AMYLOMALT-RXN,MNXR95800,,rxn08126,2.4.1.25,
MLTP2,Maltodextrin phosphorylase (maltohexaose),malthx_c + pi_c <=> g1p_c + maltpt_c,CIW80_11625,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,2.128611824379167e-11,0.0,29686,META:RXN-14285,MNXR101633,,rxn08942,2.4.1.1,
GP4GH,Gp4G hydrolase,gp4g_c + h2o_c --> 2.0 gdp_c + 2.0 h_c,CIW80_17940,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,0.0,30206,,MNXR100398,,rxn08667,,
ACGAMT,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,uacgam_c + udcpp_c --> ump_c + unaga_c,CIW80_13780,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,0.0,,,MNXR95251,,rxn08040,,
AADDGT,"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase",dtdp4aaddg_c + unagamu_c --> dtdp_c + h_c + unagamuf_c,CIW80_13825,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,0.0,,META:FUC4NACTRANS-RXN,MNXR95151,,rxn08023,2.4.1.325,
EX_gbbtn_e,Gamma-butyrobetaine exchange,gbbtn_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,32838,,MNXR100053,,rxn08595,,
EX_tma_e,Trimethylamine exchange,tma_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,,,MNXR104884,,rxn09318,,
GMHEPK,D-glycero-D-manno-heptose 7-phosphate kinase,atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c,CIW80_09720,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,0.0,,,MNXR143147,,,,
EX_malttr_e,Maltotriose exchange,malttr_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-1.271351943623902e-12,,,MNXR101359,,rxn08876,,
TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",g6p_c + udpg_c --> h_c + tre6p_c + udp_c,CIW80_02685,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,-5.721083746307334e-12,18892,META:TREHALOSE6PSYN-RXN,MNXR143415,R06043,rxn00605,2.4.1.15,
UDCPDP,Undecaprenyl-diphosphatase,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c,CIW80_22210 or CIW80_25355 or CIW80_09760,Cell Envelope Biosynthesis,Essential,0.0,1000.0,0.03115812951124827,0.031158129510274475,17072,,MNXR105042,,,,
TREH,"Alpha,alpha-trehalase",h2o_c + tre_c --> 2.0 glc__D_c,CIW80_12260,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,-2.0937311932938227e-12,20871,,MNXR95163,R06103,rxn00007,3.2.1.28,
CYTK1,Cytidylate kinase (CMP),atp_c + cmp_c <=> adp_c + cdp_c,CIW80_22565,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,0.2029550495174616,0.2029550495088235,11603,META:RXN-11832,MNXR97047,R00512,rxn00364,2.7.4.25,
CYTK2,Cytidylate kinase (dCMP),atp_c + dcmp_c <=> adp_c + dcdp_c,CIW80_22565,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,1.5931305113019939e-12,-3.140596789940733e-12,25097,META:RXN-7913,MNXR97053,R01665,rxn01219,2.7.4.25,
GK1,Guanylate kinase (GMP:ATP),atp_c + gmp_c <=> adp_c + gdp_c,CIW80_12945,Nucleotide Salvage Pathway,Essential,-1000.0,1000.0,0.27272669946627687,0.27272669945974315,20783,META:GUANYL-KIN-RXN,MNXR100144,R00332,rxn00239,2.7.4.8,
HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c,CIW80_14210 or CIW80_05635,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,0.399041137558917,0.3990411375549073,30802,META:RXN-11662,MNXR100541,R01975,rxn01451,1.1.1.35,R-XTR-77312
HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c,CIW80_14210 or CIW80_05635,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,0.3990411375589171,0.3990411375549074,31146,META:RXN-12570,MNXR100543,R04748,rxn03249,1.1.1.35,R-XTR-77323
EX_hdcea_e,Hexadecenoate (n-C16:1) exchange,hdcea_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-1.004990972781034e-12,,,MNXR99102,,,,
ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase,acac_c + accoa_c --> aacoa_c + ac_c,(CIW80_05065 and CIW80_05060) or CIW80_01340,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,27809,META:ACETOACETYL-COA-TRANSFER-RXN,MNXR95193,R01359,rxn00990,2.8.3.9,
BUTCT,Acetyl-CoA:butyrate-CoA transferase,accoa_c + but_c --> ac_c + btcoa_c,CIW80_05065 and CIW80_05060,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,MNXR96217,,,2.8.3.8,
2DGULRx,2-dehydro-L-gulonate reductase (NADH),2dhguln_c + h_c + nadh_c --> idon__L_c + nad_c,CIW80_12485,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,MNXR94787,,rxn07969,,
G1PTT,Glucose-1-phosphate thymidylyltransferase,dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c,CIW80_13805,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,0.0,15228,META:DTDPGLUCOSEPP-RXN,MNXR99846,R02328,rxn01675,2.7.7.24,
TDPGDH,"DTDPglucose 4,6-dehydratase",dtdpglu_c --> dtdp4d6dg_c + h2o_c,CIW80_13800,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,0.0,17224,META:DTDPGLUCDEHYDRAT-RXN,MNXR104761,R06513,rxn01997,4.2.1.46,
G3PD6,Glycerol-3-phosphate dehydrogenase (menaquinone-8),glyc3p_c + mqn8_c --> dhap_c + mql8_c,CIW80_05160 and CIW80_05155 and CIW80_05150,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-5.024954863905197e-12,29226,,MNXR99881,,rxn08557,,
ALLTN,Allantoinase,alltn_c + h2o_c --> alltt_c + h_c,CIW80_20685,Nitrogen Metabolism,Not essential,0.0,1000.0,2.3901897083579066e-12,-5.58328318211686e-13,30822,,MNXR95769,,rxn01748,3.5.2.5,
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,CIW80_14915,Cell Envelope Biosynthesis,Essential,0.0,1000.0,0.031158129511248273,0.031158129510713704,12251,META:UDPNACETYLMURAMATEDEHYDROG-RXN,MNXR141027,R03192,rxn02285,1.3.1.98,
NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),atp_c + dcdp_c <=> adp_c + dctp_c,CIW80_20510 or CIW80_06420,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,2.380279665343649e-12,-1.256238715976289e-11,27681,META:DCDPKIN-RXN,MNXR101939,R02326,rxn01673,2.7.4.6,
AOBUTDs,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),2aobut_c + h_c --> aact_c + co2_c,s0001,Threonine and Lysine Metabolism,Not essential,0.0,1000.0,0.0,-2.2840703926841806e-12,25656,META:THREOSPON-RXN,MNXR95851,R03758,rxn02666,1.1.1.381,
GLYAT,Glycine C-acetyltransferase,accoa_c + gly_c <=> 2aobut_c + coa_c,CIW80_12800,Glycine and Serine Metabolism,Not essential,-1000.0,1000.0,1.9121517666863254e-12,-1.2562387159763046e-11,20739,META:AKBLIG-RXN,MNXR100313,R00371,rxn00274,2.3.1.37,
ADNUC,Adenosine hydrolase,adn_c + h2o_c --> ade_c + rib__D_c,CIW80_17820,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,-6.281193579881476e-12,18672,META:ADENOSINE-NUCLEOSIDASE-RXN,MNXR95459,R01245,rxn00927,3.2.2.8,
GMHEPPA,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c,CIW80_18780,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,0.0,,,MNXR100380,,,,
S7PI,Sedoheptulose 7-phosphate isomerase,s7p_c --> gmhep7p_c,CIW80_19410,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,0.0,,META:RXN0-4301,MNXR139387,R09768,rxn13947,5.3.1.28,
TRPS3,Tryptophan synthase (indoleglycerol phosphate),3ig3p_c --> g3p_c + indole_c,CIW80_25240 and CIW80_25245,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",Not essential,0.0,1000.0,0.06373692082540823,0.06373692082165029,14084,META:RXN0-2381,MNXR99889,R02340,rxn01682,4.2.1.20,
CRNBTCT,Gamma-butyrobetainyl-CoA: carnitine CoA transferase,bbtcoa_c + crn_c <=> crncoa_c + gbbtn_c,CIW80_17875,Oxidative Phosphorylation,Not essential,-1000.0,1000.0,0.0,0.0,28421,META:RXN0-3601,MNXR96894,R10644,,2.8.3.21,
CRNCBCT,Crotonobetainyl-CoA: carnitine CoA transferase,crn_c + ctbtcoa_c <=> crncoa_c + ctbt_c,CIW80_17875,Oxidative Phosphorylation,Not essential,-1000.0,1000.0,0.0,-1.5227135951227817e-13,28529,META:RXN-14936,MNXR96899,R10643,,2.8.3.21,
CRNCDH,Carnityl-CoA dehydratse,crncoa_c <=> ctbtcoa_c + h2o_c,CIW80_17865,Oxidative Phosphorylation,Not essential,-1000.0,1000.0,0.0,-1.5227135951227817e-13,28341,META:CARNDETRU-RXN,MNXR96900,R10675,,4.2.1.149,
FADRx,FAD reductase,fad_c + h_c + nadh_c --> fadh2_c + nad_c,CIW80_14200,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,2.4509948077288017,30150,META:RXN-8506,MNXR99215,R09748,rxn08458,1.5.1.45,
GTPDPK,GTP diphosphokinase,atp_c + gtp_c --> amp_c + gdptp_c + h_c,CIW80_07595,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-3.1405967899407458e-12,22091,META:GTPPYPHOSKIN-RXN,MNXR100457,R00429,rxn00303,2.7.6.5,
NADN,NAD nucleosidase,h2o_c + nad_c --> adprib_c + h_c + ncam_c,,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-8.973133685544964e-13,16304,META:RXN-13859,MNXR101888,R00102,rxn14307,3.5.1.-,R-XTR-8938076
NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),atp_c + udp_c <=> adp_c + utp_c,CIW80_20510 or CIW80_06420,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-10.71151655561437,0.47686133556778687,25101,META:UDPKIN-RXN,MNXR101935,R00156,rxn00117,2.7.4.6,
NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),atp_c + cdp_c <=> adp_c + ctp_c,CIW80_06420 or CIW80_20510,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-10.98542284167338,0.20295504950882348,25240,META:CDPKIN-RXN,MNXR101936,R00570,rxn00409,2.7.4.6,
