ID,Name,Reaction Formula,Gene Rules,Subsystem,Essentiality,LB,UB,FVA_min,FVA_max
PNTOtex,Pantothenate transport via diffusion (extracellular to periplasm),pnto__R_e <=> pnto__R_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,3.5517844657636576e-13,0.0
PPPNtex,3-phenylpropionate transport via diffusion (extracellular to periplasm),pppn_e <=> pppn_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
PPTtex,Phosphonate transport via diffusion (extracellular to periplasm),ppt_e <=> ppt_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
PTRCtex,Putrescine transport via diffusion (extracellular to periplasm),ptrc_e <=> ptrc_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,4.681897704870292e-13,0.0
PYRtex,Pyruvate transport via diffusion (extracellular to periplasm),pyr_e <=> pyr_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-2.8267152439166854e-11,0.0
DSERtex,D-serine transport via diffusion (extracellular to periplasm),ser__D_e <=> ser__D_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-9.422384146388994e-12,0.0
SERtex,L-serine transport via diffusion (extracellular to periplasm),ser__L_e <=> ser__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-9.422384146389007e-12,0.0
SO4tex,Sulfate transport via diffusion (extracellular to periplasm),so4_e <=> so4_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Essential,-1000.0,1000.0,0.2823607374832977,0.28236073749213386
SPMDtex,Spermidine transport via diffusion (extracellular to periplasm),spmd_e <=> spmd_p,CIW80_05020 or CIW80_19480 or CIW80_22660 or CIW80_25725,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-8.742418280154731e-13,-9.10559856977188e-16
SUCCtex,Succinate transport via diffusion (extracellular to periplasm),succ_e <=> succ_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-2.1200364329375276e-11,0.0
SUCRtex,Sucrose transport transport via diffusion (extracellular to periplasm),sucr_e <=> sucr_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-3.5333940548958535e-12,0.0
TARTRtex,Tartrate transport via diffusion (extracellular to periplasm),tartr__L_e <=> tartr__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
TAURtex,Taurine transport via diffusion (extracellular to periplasm),taur_e <=> taur_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
THRtex,L-threonine transport via diffusion (extracellular to periplasm),thr__L_e <=> thr__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-4.711192073194439e-12,0.0
THMDtex,Thymidine transport via diffusion (extracellular to periplasm),thymd_e <=> thymd_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-1.9721269143604785e-12,0.0
CBIuabcpp,"Cobinamide transport via ABC system (uptake, periplasm)",atp_c + cbi_p + h2o_c --> adp_c + cbi_c + h_c + pi_c,CIW80_01435 and CIW80_18555 and CIW80_01425,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
METDtex,D-methionine transport via diffusion (extracellular to periplasm),met__D_e <=> met__D_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
METtex,L-methionine transport via diffusion (extracellular to periplasm),met__L_e <=> met__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-1.8042863259042593e-12,2.042929477156704e-28
MNLtex,Mannitol transport via diffusion (extracellular to periplasm),mnl_e <=> mnl_p,CIW80_25725 or CIW80_05020 or CIW80_19480 or CIW80_22660,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
NAtex,Sodium transport via diffusion (extracellular to periplasm),na1_e <=> na1_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-1000.0,-1.9018630571959775e-13
NACtex,Nicotinic acid transport via diffusion (extracellular to periplasm),nac_e <=> nac_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
NH4tex,Ammonia transport via diffusion (extracellular to periplasm),nh4_e <=> nh4_p,CIW80_25725 or CIW80_05020 or CIW80_19480 or CIW80_22660,"Transport, Outer Membrane",Essential,-1000.0,1000.0,12.109729029808369,12.109729029802342
URIH,Uridine hydrolase,h2o_c + uri_c --> rib__D_c + ura_c,CIW80_04630 or CIW80_21240 or CIW80_17820,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,-1.5794372043525858e-11
XTSNH,Xanthosine hydrolase,h2o_c + xtsn_c --> rib__D_c + xan_c,CIW80_17820,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-1.5794372043525854e-11
INSH,Inosine hydrolase,h2o_c + ins_c --> hxan_c + rib__D_c,CIW80_17820,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-1.579437204352584e-11
BUTtex,Butyrate transport via diffusion (extracellular to periplasm),but_e <=> but_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
CHLtex,Choline transport via diffusion (extracellular to periplasm),chol_e <=> chol_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
CO2tex,CO2 transport via diffusion (extracellular to periplasm),co2_e <=> co2_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-17.067335629963065,-12.495117088012725
CRNtex,L-carnitine transport via diffusion (extracellular to periplasm),crn_e <=> crn_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,-3.880889877816933e-13
PPK2,Polyphosphate kinase,atp_c + ppi_c --> adp_c + pppi_c,CIW80_06305,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-1.6008670745994793e-11
DINStex,Deoxyinosine transport via diffusion (extracellular to periplasm),din_e <=> din_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
DMStex,Dimethyl sulfide transport via diffusion (extracellular to periplasm),dms_e <=> dms_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
CSNtex,Cytosine transport via diffusion (extracellular to periplasm),csn_e <=> csn_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
CYNTtex,Cyanate transport via diffusion (extracellular to periplasm),cynt_e <=> cynt_p,CIW80_05020 or CIW80_19480 or CIW80_22660 or CIW80_25725,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
CYStex,L-cysteine transport via diffusion (extracellular to periplasm),cys__L_e <=> cys__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-2.5697411308333303e-12,0.0
CYTDtex,Cytidine transport via diffusion (extracellular to periplasm),cytd_e <=> cytd_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-1.7667607096902062e-12,0.0
DCAtex,Decanoate transport via diffusion (extracellular to periplasm),dca_e <=> dca_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
DCYTtex,Deoxycytidine transport via diffusion (extracellular to periplasm),dcyt_e <=> dcyt_p,CIW80_20170,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-1.8042863259042684e-12,0.0
DGSNtex,Deoxyguanosine transport via diffusion (extracellular to periplasm),dgsn_e <=> dgsn_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-1.1306860975666746e-12,0.0
MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,CIW80_14740,Folate Metabolism,Essential,0.0,1000.0,0.17307966435967795,0.17307966435844127
ASPO3,L-aspartate oxidase,asp__L_c + q8_c --> h_c + iasp_c + q8h2_c,CIW80_06695,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.002554275910044151
ASPO5,L-aspartate oxidase,asp__L_c + fum_c --> h_c + iasp_c + succ_c,CIW80_06695,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0025542759100430487
ASPO4,L-aspartate oxidase,asp__L_c + mqn8_c --> h_c + iasp_c + mql8_c,CIW80_06695,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0025542759100430517
ASPO6,L-aspartate oxidase,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,CIW80_06695,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-3.201734149199025e-11
LCTStex,Lactose transport via diffusion (extracellular to periplasm),lcts_e <=> lcts_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
LEUtex,L-leucine transport via diffusion (extracellular to periplasm),leu__L_e <=> leu__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,2.989481309784788e-12,0.0
LYStex,L-lysine transport via diffusion (extracellular to periplasm),lys__L_e <=> lys__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,1.6193023761334244e-12,0.0
LYXtex,L-Lyxose transport via diffusion (extracellular to periplasm),lyx__L_e <=> lyx__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
MANtex,D-mannose transport via diffusion (extracellular to periplasm),man_e <=> man_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
MAN6Ptex,Mannose 6-phosphate transport via diffusion (extracellular to periplasm),man6p_e <=> man6p_p,CIW80_05020 or CIW80_19480 or CIW80_22660 or CIW80_25725,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
MELIBtex,Melibiose transport via diffusion (extracellular to periplasm),melib_e <=> melib_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,1.6897068272696988e-12,0.0
DMSOtex,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),dmso_e <=> dmso_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
DURItex,Deoxyuridine transport via diffusion (extracellular to periplasm),duri_e <=> duri_p,CIW80_20170,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,1.0227172901895466e-12,0.0
EX_mal__D_e,D-Malate exchange,mal__D_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
FRUtex,D-fructose transport via diffusion (extracellular to periplasm),fru_e <=> fru_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
FUCtex,L-fucose transport via diffusion (extracellular to periplasm),fuc__L_e <=> fuc__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,2.428953564200214e-12,0.0
FUMtex,Fumarate transport via diffusion (extracellular to periplasm),fum_e <=> fum_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,4.85790712840029e-12,0.0
ACACT5r,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),accoa_c + dcacoa_c <=> 3oddcoa_c + coa_c,CIW80_14205 or CIW80_05640,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,0.39904113756452153,0.3990411375559647
FE2tex,Iron (II) transport via diffusion (extracellular to periplasm),fe2_e <=> fe2_p,CIW80_25725 or CIW80_05020 or CIW80_19480 or CIW80_22660,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.009253924107395806,0.009253923990962549
NMNtex,NMN transport via diffusion (extracellular to periplasm),nmn_e <=> nmn_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,7.196899449482011e-13,0.0
NO2tex,Nitrite transport via diffusion (extracellular to periplasm),no2_e <=> no2_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
DHPS2,Dihydropteroate synthase,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,CIW80_10355,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0007501363409754731,0.0007501363409753889
MTHFC,Methenyltetrahydrofolate cyclohydrolase,h2o_c + methf_c <=> 10fthf_c + h_c,CIW80_20780,Folate Metabolism,Not essential,-1000.0,1000.0,0.986616542154047,0.986616542041315
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),mlthf_c + nadp_c <=> methf_c + nadph_c,CIW80_20780,Folate Metabolism,Not essential,-1000.0,1000.0,0.986616542154047,0.9866165420413151
BUTt2rpp,"Butyrate transport via proton symport, reversible (periplasm)",but_p + h_p <=> but_c + h_c,CIW80_05070,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,0.0,0.0
CADVtpp,Lysine/Cadaverine antiporter (periplasm),15dap_c + h_p + lys__L_p --> 15dap_p + h_c + lys__L_c,CIW80_15970,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-4.4915407668751555e-12
QULNS,Quinolinate synthase,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,CIW80_21725,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.002554275911344629,0.002554275909428634
ALKP,Alkaline phosphatase,dhap_c + h2o_c --> dha_c + pi_c,CIW80_07120,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,-2.694924460125113e-11
GDPtex,GDP transport via diffusion (extracellular to periplasm),gdp_e <=> gdp_p,CIW80_22660 or CIW80_25725 or CIW80_05020 or CIW80_19480,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
EX_cobalt2_e,Co2+ exchange,cobalt2_e <=> ,,Extracellular exchange,Essential,-1000.0,1000.0,-2.8032000615595542e-05,-2.8032000783834754e-05
TMAtex,Trimethylamine transport via diffusion (extracellular to periplasm),tma_e <=> tma_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
TMAOtex,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),tmao_e <=> tmao_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
TREtex,Trehalose transport via diffusion (extracellular to periplasm),tre_e <=> tre_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
L_LACD3,L-Lactate dehydrogenase (menaquinone),lac__L_c + mqn8_c --> mql8_c + pyr_c,(CIW80_19675 and CIW80_19685 and CIW80_19680) or CIW80_12735,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-3.593232613500206e-11
L_LACD2,L-Lactate dehydrogenase (ubiquinone),lac__L_c + q8_c --> pyr_c + q8h2_c,(CIW80_19685 and CIW80_19675 and CIW80_19680) or CIW80_12735,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-3.593232613500206e-11
ACACT6r,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),accoa_c + ddcacoa_c <=> 3otdcoa_c + coa_c,CIW80_05640 or CIW80_14205,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,0.3117786404012367,0.31177864039730496
TRPtex,L-tryptophan transport via diffusion (extracellular to periplasm),trp__L_e <=> trp__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,8.096511880667202e-13,0.0
TSULtex,Thiosulfate transport via diffusion (extracellular to periplasm),tsul_e <=> tsul_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
TYRtex,L-tyrosine transport via diffusion (extracellular to periplasm),tyr__L_e <=> tyr__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,1.1776744553697717e-12,0.0
URAtex,Uracil transport via diffusion (extracellular to periplasm),ura_e <=> ura_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,1.85063128700963e-12,0.0
UREAtex,Urea transport via diffusion (extracellular to periplasm),urea_e <=> urea_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,2.4289535642001354e-12,0.0
URItex,Uridine transport via diffusion (extracellular to periplasm),uri_e <=> uri_p,CIW80_20170,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,1.1103787722057876e-12,0.0
VALtex,L-valine transport via diffusion (extracellular to periplasm),val__L_e <=> val__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,3.886325702720244e-12,0.0
XANtex,Xanthine transport via diffusion (extracellular to periplasm),xan_e <=> xan_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,8.448534136348301e-13,0.0
XYLtex,D-xylose transport via diffusion (extracellular to periplasm),xyl__D_e <=> xyl__D_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
ABUTtex,4-aminobutyrate transport via diffusion (extracellular to periplasm),4abut_e <=> 4abut_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,3.5330233661092937e-12,0.0
FORtppi,Formate transport via diffusion (cytoplasm to periplasm),for_c --> for_p,CIW80_22535,"Transport, Inner Membrane",Not essential,0.0,1000.0,10.655375363819099,19.799812447508117
DATPHs,DATP amine hydrolysis (spontaneous),datp_c + h2o_c + h_c --> ditp_c + nh4_c,s0001,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-5.4182597219707146e-12
GLCTR1,Glucosyltransferase I (LPS core synthesis),icolipa_c + udpg_c --> gicolipa_c + h_c + udp_c,CIW80_12855,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,0.0
LIPAabcpp,Lipid A transport via ABC system (periplasm),atp_c + h2o_c + lipa_c --> adp_c + h_c + lipa_p + pi_c,CIW80_22585,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,-2.3340195725412503e-13
LIPACabcpp,Lipid (cold) A transport via ABC system (periplasm),atp_c + h2o_c + lipa_cold_c --> adp_c + h_c + lipa_cold_p + pi_c,CIW80_22585,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,-2.48707003631446e-13
EX_mso3_e,Methanesulfonate exchange,mso3_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,3.0534709051441152e-33
EX_23camp_e,"2',3'-Cyclic AMP exchange",23camp_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_23cgmp_e,"2',3'-Cyclic GMP exchange",23cgmp_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_23cump_e,"2',3'-Cyclic UMP exchange",23cump_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_3amp_e,3'-AMP exchange,3amp_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_3gmp_e,3'-GMP exchange,3gmp_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_3ump_e,3'-UMP exchange,3ump_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_glyc__R_e,(R)-Glycerate exchange,glyc__R_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-1.5399568343572378e-11
EX_eca4colipa_e,(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange,eca4colipa_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-1.8529367906850836e-11
GLYOX3,Glyoxalase III,h2o_c + mthgxl_c --> h_c + lac__D_c,CIW80_03055,Methylglyoxal Metabolism,Not essential,0.0,1000.0,0.0,-9.264683953425524e-12
FDMO3,FMNH2-dependent monooxygenase (ethanesulfonate),ethso3_c + fmnh2_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c,CIW80_22690,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,2.428953564200104e-12,0.0
